Area Type,Area Name,Year,Month,Industry Title,Industry Current Employment,Regional Labor Force,Regional Employment,Regional Unemployment,Regional Unemployment Rate
State,California,2019,August,Securities & Commodity Contracts,33400,19352500,18534900,817500,4.2
State,California,2019,August, Insurance Carriers and Related Activities,202200,19352500,18534900,817500,4.2
State,California,2019,August,Insurance Carriers,80700,19352500,18534900,817500,4.2
State,California,2019,August," Agencies, Broker and Other Insurance Related Activities",121500,19352500,18534900,817500,4.2
State,California,2019,August, Offices of Real Estate Agents and Brokers,53800,19352500,18534900,817500,4.2
State,California,2019,August,Activities Related to Real Estate,112800,19352500,18534900,817500,4.2
State,California,2019,August, Auto Equipment Rental and Leasing,26000,19352500,18534900,817500,4.2
State,California,2019,August, Computer Systems Design and Related Services,344400,19352500,18534900,817500,4.2
State,California,2019,August,"Management, Scientific and Technical Con",213400,19352500,18534900,817500,4.2
State,California,2019,August,General Rental Centers,3000,19352500,18534900,817500,4.2
State,California,2019,August,Comm & Industrial Mach Rental & Leasing,22400,19352500,18534900,817500,4.2
State,California,2019,August,Real Estate,235200,19352500,18534900,817500,4.2
State,California,2019,August,Machine Shops & Threaded Product Mfg.,43600,19352500,18534900,817500,4.2
State,California,2019,August,Total Private,14918800,19352500,18534900,817500,4.2
State,California,2019,August, Broadcasting and Content Providers,86400,19352500,18534900,817500,4.2
State,California,2019,August,Telecommunications,66400,19352500,18534900,817500,4.2
State,California,2019,August,"Data Processing, Hosting & Related Services",57100,19352500,18534900,817500,4.2
State,California,2019,August," Web Search Portals, Libraries, Archives, and Other ",72600,19352500,18534900,817500,4.2
State,California,2019,August, Real Estate and Rental and Leasing,306100,19352500,18534900,817500,4.2
State,California,2019,August, Professional and Business Services,2748500,19352500,18534900,817500,4.2
State,California,2019,August," Professional, Scientific, and Technical Services",1342400,19352500,18534900,817500,4.2
State,California,2019,August,"Accounting, Tax Preparation and Bookkeep",127900,19352500,18534900,817500,4.2
State,California,2019,August," Architectural, Engineering, and Related Services",189300,19352500,18534900,817500,4.2
State,California,2019,August,Lessors of Real Estate,68600,19352500,18534900,817500,4.2
State,California,2019,August, Rental and Leasing Services,68500,19352500,18534900,817500,4.2
State,California,2019,August,Specialized Design Services,24900,19352500,18534900,817500,4.2
State,California,2019,August,Construction,911800,19352500,18534900,817500,4.2
State,California,2019,August,Residential Building Construction,122800,19352500,18534900,817500,4.2
State,California,2019,August, Heavy and Civil Engineering Construction,95800,19352500,18534900,817500,4.2
State,California,2019,August," Highway, Street, and Bridge Construction",29100,19352500,18534900,817500,4.2
State,California,2019,August,Building Finishing Contractors,151200,19352500,18534900,817500,4.2
State,California,2019,August,Durable Goods,856500,19352500,18534900,817500,4.2
State,California,2019,August,Other Wood Product Mfg.,18700,19352500,18534900,817500,4.2
State,California,2019,August,Primary Metal Manufacturing,17100,19352500,18534900,817500,4.2
State,California,2019,August,Fabricated Metal Product Mfg,133200,19352500,18534900,817500,4.2
State,California,2019,August,Metalworking Machinery Mfg.,12300,19352500,18534900,817500,4.2
State,California,2019,August,Architectural & Structural Metals Mfg.,33600,19352500,18534900,817500,4.2
State,California,2019,August,Machinery Manufacturing,78200,19352500,18534900,817500,4.2
State,California,2019,August,Industrial Machinery Manufacturing,20900,19352500,18534900,817500,4.2
State,California,2019,August,Commercial and Service Industry Manufact,11600,19352500,18534900,817500,4.2
State,California,2019,August, Finance and Insurance,540000,19352500,18534900,817500,4.2
State,California,2019,August, Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,238600,19352500,18534900,817500,4.2
State,California,2019,August,Nondepository Credit Intermediation,57500,19352500,18534900,817500,4.2
State,California,2019,August, Other Heavy and Civil Engineering Construction,10900,19352500,18534900,817500,4.2
State,California,2019,August,Utility System Const.,48900,19352500,18534900,817500,4.2
State,California,2019,August,L& Subdivision,6900,19352500,18534900,817500,4.2
State,California,2019,August," Mining, Logging and Construction",935100,19352500,18534900,817500,4.2
State,California,2019,August,Support Activities for Mining,10200,19352500,18534900,817500,4.2
State,California,2019,August,Goods Producing,2280700,19352500,18534900,817500,4.2
State,California,2019,August,Manufacturing,1345600,19352500,18534900,817500,4.2
State,California,2019,August, Radio and Television Broadcasting Stations,14000,19352500,18534900,817500,4.2
State,California,2019,August," Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",72400,19352500,18534900,817500,4.2
State,California,2019,August, Wired Telecommunications Carriers,44500,19352500,18534900,817500,4.2
State,California,2019,August,Oil & Gas Extraction,4600,19352500,18534900,817500,4.2
State,California,2019,August,"Mining, except Oil & Gas",6100,19352500,18534900,817500,4.2
State,California,2019,August,Construction of Buildings,209700,19352500,18534900,817500,4.2
State,California,2019,August, Financial Activities,846100,19352500,18534900,817500,4.2
State,California,2019,August, Depository Credit Intermediation including Monetary Authorities - Central Bank,142500,19352500,18534900,817500,4.2
State,California,2019,August,Activities Related to Credit Intermediat,38600,19352500,18534900,817500,4.2
State,California,2019,August, Financial Investments and Related Activities including Financial Vehicles,99200,19352500,18534900,817500,4.2
State,California,2019,August, Mining and Logging,23400,19352500,18534900,817500,4.2
State,California,2019,August,Mining,20900,19352500,18534900,817500,4.2
State,California,2019,August,Specialty Trade Contractors,606300,19352500,18534900,817500,4.2
State,California,2019,August," Foundation, Structure, and Building Exterior Contractors",134500,19352500,18534900,817500,4.2
State,California,2019,August,Building Equipment Contractors,249800,19352500,18534900,817500,4.2
State,California,2019,August,Other Fabricated Metal Product Mfg.,17900,19352500,18534900,817500,4.2
State,California,2019,August,Wood Product Manufacturing,26200,19352500,18534900,817500,4.2
State,California,2019,August,Logging,2500,19352500,18534900,817500,4.2
State,California,2019,August,Nonresidential Building Construction,86900,19352500,18534900,817500,4.2
State,California,2019,August, Other Specialty Trade Contractors,70800,19352500,18534900,817500,4.2
State,California,2019,August,Nonmetallic Mineral Product Mfg.,32700,19352500,18534900,817500,4.2
State,California,2019,August,Other Financial Investment Activities,65600,19352500,18534900,817500,4.2
State,California,2019,September, Pharmaceutical and Medicine Manufacturing,46300,19473500,18750100,723400,3.7
State,California,2019,September, Nursing and Residential Care Facilities,307800,19473500,18750100,723400,3.7
State,California,2019,September,Psychiatric & Substance Abuse Hosp,8400,19473500,18750100,723400,3.7
State,California,2019,September,Nursing Care Facilities,140800,19473500,18750100,723400,3.7
State,California,2019,September,"Specialty (not Psych, Sub Abuse) Hosp.",19400,19473500,18750100,723400,3.7
State,California,2019,September,General Medical & Surgical Hosp.s,377300,19473500,18750100,723400,3.7
State,California,2019,September,Home Health Care Serv.,96800,19473500,18750100,723400,3.7
State,California,2019,September,Hospitals,405100,19473500,18750100,723400,3.7
State,California,2019,September,Offices of Physicians,240400,19473500,18750100,723400,3.7
State,California,2019,September,Business Support Services,58400,19473500,18750100,723400,3.7
State,California,2019,September,Facilities Support Serv.,12100,19473500,18750100,723400,3.7
State,California,2019,September,Office Administrative Services,73600,19473500,18750100,723400,3.7
State,California,2019,September,Other Schools & Instruction,74300,19473500,18750100,723400,3.7
State,California,2019,September,Residential Intellectual & Developmental Disability,56400,19473500,18750100,723400,3.7
State,California,2019,September,Elementary and Secondary Schools,98300,19473500,18750100,723400,3.7
State,California,2019,September, Waste Management and Remediation Services,53800,19473500,18750100,723400,3.7
State,California,2019,September, Health Care and Social Assistance,2434800,19473500,18750100,723400,3.7
State,California,2019,September, Private Educational Services,377600,19473500,18750100,723400,3.7
State,California,2019,September,ResidualOther Support Services,36400,19473500,18750100,723400,3.7
State,California,2019,September, Investigation and Security Services,155200,19473500,18750100,723400,3.7
State,California,2019,September,Travel Arrangement and Reservation Servi,27800,19473500,18750100,723400,3.7
State,California,2019,September,Offices of Other Health Practitioners,106300,19473500,18750100,723400,3.7
State,California,2019,September, Ambulatory Health Care Services,873800,19473500,18750100,723400,3.7
State,California,2019,September,Other Ambulatory Health Care Serv.,30200,19473500,18750100,723400,3.7
State,California,2019,September,Medical & Diagnostic Laboratories,38100,19473500,18750100,723400,3.7
State,California,2019,September, Plastics and Rubber Products Manufacturing,43700,19473500,18750100,723400,3.7
State,California,2019,September, Service-Providing,15163100,19473500,18750100,723400,3.7
State,California,2019,September,Motor Vehicle and Motor Vehicle Parts Me,41500,19473500,18750100,723400,3.7
State,California,2019,September,"Other Professional, Scientific and Techn",76600,19473500,18750100,723400,3.7
State,California,2019,September, Scientific Research and Development Services,154600,19473500,18750100,723400,3.7
State,California,2019,September,"Beer, Wine, & Liquor Stores",17700,19473500,18750100,723400,3.7
State,California,2019,September, Food and Beverage Retailers,362600,19473500,18750100,723400,3.7
State,California,2019,September, Building Material and Garden Equipment and Supplies Dealers,121000,19473500,18750100,723400,3.7
State,California,2019,September, Motor Vehicle and Parts Dealers,197200,19473500,18750100,723400,3.7
State,California,2019,September,Retail Trade,1618200,19473500,18750100,723400,3.7
State,California,2019,September,Chemical & Allied Products Merchant whol,14600,19473500,18750100,723400,3.7
State,California,2019,September,Grocery & Related Products Merchant whol,109100,19473500,18750100,723400,3.7
State,California,2019,September,"Merchant Wholesalers, Nondurable Goods",290600,19473500,18750100,723400,3.7
State,California,2019,September,"Soap, Cleaning Compound & Toiletry Mfg.",12800,19473500,18750100,723400,3.7
State,California,2019,September,"Hdwr, Plumb & Heating Merchant whole",29400,19473500,18750100,723400,3.7
State,California,2019,September,Professional and Commercial Equipment Me,80800,19473500,18750100,723400,3.7
State,California,2019,September,Furniture & Home Furnish Merch whole,21300,19473500,18750100,723400,3.7
State,California,2019,September,Electrical and Electronic Goods Merchant,48300,19473500,18750100,723400,3.7
State,California,2019,September,Lumber & Other Const. Mat Merch whole,24300,19473500,18750100,723400,3.7
State,California,2019,September, Administrative and Support Services,1096200,19473500,18750100,723400,3.7
State,California,2019,September, Management of Companies and Enterprises,257600,19473500,18750100,723400,3.7
State,California,2019,September, General Merchandise Retailers,305100,19473500,18750100,723400,3.7
State,California,2019,September, Home Furnishings Retailers,31700,19473500,18750100,723400,3.7
State,California,2019,September, Furniture Retailers,21200,19473500,18750100,723400,3.7
State,California,2019,September,Specialty Food Stores,28200,19473500,18750100,723400,3.7
State,California,2019,September,Grocery Stores,316700,19473500,18750100,723400,3.7
State,California,2019,September,Building Material and Supplies Dealers,109600,19473500,18750100,723400,3.7
State,California,2019,September,Advertising and Related Services,64600,19473500,18750100,723400,3.7
State,California,2019,September," Furniture, Home Furnishings, Electronics, and Appliance Retailers",111700,19473500,18750100,723400,3.7
State,California,2019,September, Administrative and Support and Waste Management and Remediation Services,1150000,19473500,18750100,723400,3.7
State,California,2019,September, Electronics and Appliance Retailers,58800,19473500,18750100,723400,3.7
State,California,2019,September,Other Motor Vehicle Dealers,12600,19473500,18750100,723400,3.7
State,California,2019,September,Automobile Dealers,131500,19473500,18750100,723400,3.7
State,California,2019,September,"Automotive Parts, Accessories and Tire S",53100,19473500,18750100,723400,3.7
State,California,2019,September,Wholesale Electronic Markets and Agents,43600,19473500,18750100,723400,3.7
State,California,2019,September,"Apparel, Piece Gds & Notions Merch whole",38300,19473500,18750100,723400,3.7
State,California,2019,September,Outpatient Care Centers,227100,19473500,18750100,723400,3.7
State,California,2019,September, Misc Nondurable Goods Merchant Wholesalers,47400,19473500,18750100,723400,3.7
State,California,2019,September, Services to Buildings and Dwellings,250700,19473500,18750100,723400,3.7
State,California,2019,September,Employment Services,482000,19473500,18750100,723400,3.7
State,California,2019,September,Private Service Providing,12608600,19473500,18750100,723400,3.7
State,California,2019,September,Wholesale Trade,689300,19473500,18750100,723400,3.7
State,California,2019,September,"Machinery, Equipment and Supplies Mercha",56000,19473500,18750100,723400,3.7
State,California,2019,September," Trade, Transportation, and Utilities",3024700,19473500,18750100,723400,3.7
State,California,2019,September,Paper & Paper Products Merchant whole,14400,19473500,18750100,723400,3.7
State,California,2019,September,"Merchant Wholesalers, Durable Goods",355100,19473500,18750100,723400,3.7
State,California,2019,September,Offices of Dentists,134900,19473500,18750100,723400,3.7
State,California,2019,September," Private Colleges, Universities, and Professional Schools",155600,19473500,18750100,723400,3.7
State,California,2019,September,Junior Colleges,2600,19473500,18750100,723400,3.7
State,California,2019,September, Private Education and Health Services,2812400,19473500,18750100,723400,3.7
State,California,2019,September," Religious, Grantmaking, Civic, Professional, and Similar Organizations",230300,19473500,18750100,723400,3.7
State,California,2019,September, Personal and Laundry Services,188700,19473500,18750100,723400,3.7
State,California,2019,September,Personal & Household Goods Repair,9200,19473500,18750100,723400,3.7
State,California,2019,September,Other Services,578000,19473500,18750100,723400,3.7
State,California,2019,September,Other Miscellaneous Durable Goods Mfg.,30700,19473500,18750100,723400,3.7
State,California,2019,September,Miscellaneous Durable Goods Manufacturing,86700,19473500,18750100,723400,3.7
State,California,2019,September,Electrical Equipment and Appliance Manuf,31800,19473500,18750100,723400,3.7
State,California,2019,September,Semiconductor and Related Devices Manufa,42500,19473500,18750100,723400,3.7
State,California,2019,September,Social Assistance,848100,19473500,18750100,723400,3.7
State,California,2019,September,Vocational Rehabilitation Services,36100,19473500,18750100,723400,3.7
State,California,2019,September,Other Amusement and Recreation,156300,19473500,18750100,723400,3.7
State,California,2019,September,Drinking Places (Alcoholic Beverages),35400,19473500,18750100,723400,3.7
State,California,2019,September,Drycleaning & Laundry Serv.,34900,19473500,18750100,723400,3.7
State,California,2019,September,"Independent Artists, Writers, and Perfor",15300,19473500,18750100,723400,3.7
State,California,2019,September,Performing Arts Companies,16300,19473500,18750100,723400,3.7
State,California,2019,September,Grantmaking & Giving Serv.,26200,19473500,18750100,723400,3.7
State,California,2019,September,Other Personal Services,52400,19473500,18750100,723400,3.7
State,California,2019,September,Auto Repair & Maintenance,120800,19473500,18750100,723400,3.7
State,California,2019,September,Special Food Services,80100,19473500,18750100,723400,3.7
State,California,2019,September,Commercial & Industrial Machinery,18700,19473500,18750100,723400,3.7
State,California,2019,September,Full-Service Restaurants,655900,19473500,18750100,723400,3.7
State,California,2019,September, Accommodation and Food Services,1714500,19473500,18750100,723400,3.7
State,California,2019,September,Gambling Industries,15900,19473500,18750100,723400,3.7
State,California,2019,September,Amusement Parks and Arcades,51400,19473500,18750100,723400,3.7
State,California,2019,September,"Museums, Historical Sites, and Similar I",20100,19473500,18750100,723400,3.7
State,California,2019,September,"Performing Arts, Spectator Sports",85200,19473500,18750100,723400,3.7
State,California,2019,September," Arts, Entertainment, and Recreation",328900,19473500,18750100,723400,3.7
State,California,2019,September, City Government,275700,19473500,18750100,723400,3.7
State,California,2019,September,Apparel Manufacturing,33400,19473500,18750100,723400,3.7
State,California,2019,September,Textile Product Mills,8700,19473500,18750100,723400,3.7
State,California,2019,September,ResidualTextile Mills,5600,19473500,18750100,723400,3.7
State,California,2019,September, Animal Slaughtering and Processing,22300,19473500,18750100,723400,3.7
State,California,2019,September, Computer and Peripheral Equipment Manufacturing,78400,19473500,18750100,723400,3.7
State,California,2019,September,Electronic Computer Manufacturing,67100,19473500,18750100,723400,3.7
State,California,2019,September,Paper Manufacturing,21300,19473500,18750100,723400,3.7
State,California,2019,September, Total State and Local Government,2304600,19473500,18750100,723400,3.7
State,California,2019,September, Federal Government excluding Department of Defense,186800,19473500,18750100,723400,3.7
State,California,2019,September,Fruit & Vegetable Preserving & Specialty,36300,19473500,18750100,723400,3.7
State,California,2019,September,Medical Equipment & Supplies Mfg.,56000,19473500,18750100,723400,3.7
State,California,2019,September, Ship and Boat Building,9300,19473500,18750100,723400,3.7
State,California,2019,September,Semiconductor and Electronic Component M,83300,19473500,18750100,723400,3.7
State,California,2019,September,Communications Equipment Manufacturing,17800,19473500,18750100,723400,3.7
State,California,2019,September,Local Government,1791600,19473500,18750100,723400,3.7
State,California,2019,September,Dairy Product Manufacturing,17300,19473500,18750100,723400,3.7
State,California,2019,September, Bakeries and Tortilla Manufacturing,42900,19473500,18750100,723400,3.7
State,California,2019,September, Beverage and Tobacco Product Manufacturing,68500,19473500,18750100,723400,3.7
State,California,2019,September,Other Food Mfg.,37200,19473500,18750100,723400,3.7
State,California,2019,September, Local Government Educational Services,958800,19473500,18750100,723400,3.7
State,California,2019,September, State Government Educational Services,235700,19473500,18750100,723400,3.7
State,California,2019,September,"Bus,Labor, Political & Other like Org.",41000,19473500,18750100,723400,3.7
State,California,2019,September,Civic & Social Organizations,43500,19473500,18750100,723400,3.7
State,California,2019,September, Food Manufacturing,173400,19473500,18750100,723400,3.7
State,California,2019,September, Non-Durable Goods,489600,19473500,18750100,723400,3.7
State,California,2019,September,Electronic Instrument Manufacturing,90100,19473500,18750100,723400,3.7
State,California,2019,September, Household and Institutional Furniture and Kitchen Cabinet Manufacturing,19600,19473500,18750100,723400,3.7
State,California,2019,September, Aerospace Product and Parts Manufacturing,82300,19473500,18750100,723400,3.7
State,California,2019,September," Amusement, Gambling, and Recreation Industries",223600,19473500,18750100,723400,3.7
State,California,2019,September,Personal Care Serv.,90100,19473500,18750100,723400,3.7
State,California,2019,September, Repair and Maintenance,159000,19473500,18750100,723400,3.7
State,California,2019,September,Religious Organizations,91600,19473500,18750100,723400,3.7
State,California,2019,September,Child Day Care Services,78600,19473500,18750100,723400,3.7
State,California,2019,September,Accommodation,237800,19473500,18750100,723400,3.7
State,California,2019,September, Limited-Service Restaurants and Other Eating Places,705300,19473500,18750100,723400,3.7
State,California,2019,September, Food Services and Drinking Places,1476700,19473500,18750100,723400,3.7
State,California,2019,September, Furniture and Related Product Manufacturing,33100,19473500,18750100,723400,3.7
State,California,2019,September,Other Residential Care Facilities,12100,19473500,18750100,723400,3.7
State,California,2019,September,Comm Care Facilities for the Elderly,98500,19473500,18750100,723400,3.7
State,California,2019,September," Newspaper, Periodical, Book, and Directory Publishers",30500,19473500,18750100,723400,3.7
State,California,2019,September,Individual and Family Services,711000,19473500,18750100,723400,3.7
State,California,2019,September,Natural Gas Distribution,33000,19473500,18750100,723400,3.7
State,California,2019,September,Support Activities for Road transp.,15300,19473500,18750100,723400,3.7
State,California,2019,September,Support Activities for Water transp.,23600,19473500,18750100,723400,3.7
State,California,2019,September, Transit and Ground Passenger Transportation,52900,19473500,18750100,723400,3.7
State,California,2019,September,General Freight Trucking,96300,19473500,18750100,723400,3.7
State,California,2019,September," Office Supplies, Stationery, and Gift Retailers",30400,19473500,18750100,723400,3.7
State,California,2019,September, Other Miscellaneous Retailers,48700,19473500,18750100,723400,3.7
State,California,2019,September,Truck Transportation,138800,19473500,18750100,723400,3.7
State,California,2019,September, Warehousing and Storage,169300,19473500,18750100,723400,3.7
State,California,2019,September,Specialized Freight Trucking,42500,19473500,18750100,723400,3.7
State,California,2019,September, Software Publishers,101500,19473500,18750100,723400,3.7
State,California,2019,September, Publishing Industries,132000,19473500,18750100,723400,3.7
State,California,2019,September,Motion Picture & Video Production,125500,19473500,18750100,723400,3.7
State,California,2019,September,Motion Picture and Sound Recording,163900,19473500,18750100,723400,3.7
State,California,2019,September,Air Transportation,59200,19473500,18750100,723400,3.7
State,California,2019,September,"Electric Power Gen, Trans & Distribution",18500,19473500,18750100,723400,3.7
State,California,2019,September,Utilities,56800,19473500,18750100,723400,3.7
State,California,2019,September," Transportation, Warehousing, and Utilities",717200,19473500,18750100,723400,3.7
State,California,2019,September," Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",163200,19473500,18750100,723400,3.7
State,California,2019,September," Jewelry, Luggage, and Leather Goods Retailers",15400,19473500,18750100,723400,3.7
State,California,2019,September,Total Farm,477100,19473500,18750100,723400,3.7
State,California,2019,September,Freight transp. Arrangement,33800,19473500,18750100,723400,3.7
State,California,2019,September,Support Activities for Transportation,114700,19473500,18750100,723400,3.7
State,California,2019,September, Transportation and Warehousing,660400,19473500,18750100,723400,3.7
State,California,2019,September, Clothing and Clothing Accessories Retailers,133000,19473500,18750100,723400,3.7
State,California,2019,September, Gasoline Stations and Fuel Dealers,66900,19473500,18750100,723400,3.7
State,California,2019,September, Health and Personal Care Retailers,117000,19473500,18750100,723400,3.7
State,California,2019,September, Department Stores,118300,19473500,18750100,723400,3.7
State,California,2019,September,Total Nonfarm,17435000,19473500,18750100,723400,3.7
State,California,2019,September," Sporting Goods, Hobby, and Musical Instrument Retailers",51600,19473500,18750100,723400,3.7
State,California,2019,September," Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",186800,19473500,18750100,723400,3.7
State,California,2019,September, Couriers and Messengers,102400,19473500,18750100,723400,3.7
State,California,2019,September,Total Wage and Salary,17912100,19473500,18750100,723400,3.7
State,California,2019,September,Social Advocacy Organizations,28000,19473500,18750100,723400,3.7
State,California,2019,September, County Government,358900,19473500,18750100,723400,3.7
State,California,2019,September, Local Government Excluding Educational Services,832800,19473500,18750100,723400,3.7
State,California,2019,September, State Government Excluding Education,277300,19473500,18750100,723400,3.7
State,California,2019,September,Department of Defense,63100,19473500,18750100,723400,3.7
State,California,2019,September,Government,2554500,19473500,18750100,723400,3.7
State,California,2019,September,Motor Vehicle Mfg.,17700,19473500,18750100,723400,3.7
State,California,2019,September,Transportation Equipment Manufacturing,134400,19473500,18750100,723400,3.7
State,California,2019,September,Bare Printed Circuit Board Manufacturing,8000,19473500,18750100,723400,3.7
State,California,2019,September, Computer and Electronic Product Manufacturing,280500,19473500,18750100,723400,3.7
State,California,2019,September,ResidualOther General Purpose Machinery,15500,19473500,18750100,723400,3.7
State,California,2019,September,Indian Tribes,66000,19473500,18750100,723400,3.7
State,California,2019,September, Special Districts plus Tribes,132200,19473500,18750100,723400,3.7
State,California,2019,September,State Government,513000,19473500,18750100,723400,3.7
State,California,2019,September,Federal Government,249900,19473500,18750100,723400,3.7
State,California,2019,September,Chemical Manufacturing,81800,19473500,18750100,723400,3.7
State,California,2019,September, Petroleum and Coal Products Manufacturing,12800,19473500,18750100,723400,3.7
State,California,2019,September, Printing and Related Support Activities,37500,19473500,18750100,723400,3.7
State,California,2019,September,Converted Paper Product Mfg.,20000,19473500,18750100,723400,3.7
State,California,2019,September, Cut and Sew Apparel Manufacturing,30200,19473500,18750100,723400,3.7
State,California,2019,September,Apparel Knitting Mills,900,19473500,18750100,723400,3.7
State,California,2019,September, Furniture and Home Furnishings Retailers,52900,19473500,18750100,723400,3.7
State,California,2019,September,Spectator Sports,17000,19473500,18750100,723400,3.7
State,California,2019,September, Leisure and Hospitality,2043400,19473500,18750100,723400,3.7
State,California,2019,September,"Community Food & Housing, & Emergency &",22400,19473500,18750100,723400,3.7
State,California,2019,September,Motion Picture & Video Industries,159400,19473500,18750100,723400,3.7
State,California,2019,September," Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",173500,19473500,18750100,723400,3.7
State,California,2019,September, Information,576400,19473500,18750100,723400,3.7
State,California,2019,September,Scheduled Air transp.,53700,19473500,18750100,723400,3.7
State,California,2019,September, Used Merchandise Retailers,19600,19473500,18750100,723400,3.7
State,California,2019,September, Book Retailers and News Dealers,10200,19473500,18750100,723400,3.7
State,California,2019,September,Legal Services,142800,19473500,18750100,723400,3.7
State,California,2019,September,Consumer Goods Rental,16900,19473500,18750100,723400,3.7
State,California,2019,September, Auto Equipment Rental and Leasing,26000,19473500,18750100,723400,3.7
State,California,2019,September,Activities Related to Real Estate,111800,19473500,18750100,723400,3.7
State,California,2019,September, Offices of Real Estate Agents and Brokers,53100,19473500,18750100,723400,3.7
State,California,2019,September," Agencies, Broker and Other Insurance Related Activities",120700,19473500,18750100,723400,3.7
State,California,2019,September,Insurance Carriers,80600,19473500,18750100,723400,3.7
State,California,2019,September, Insurance Carriers and Related Activities,201300,19473500,18750100,723400,3.7
State,California,2019,September,Securities & Commodity Contracts,32400,19473500,18750100,723400,3.7
State,California,2019,September,"Management, Scientific and Technical Con",210700,19473500,18750100,723400,3.7
State,California,2019,September, Computer Systems Design and Related Services,338900,19473500,18750100,723400,3.7
State,California,2019,September,Comm & Industrial Mach Rental & Leasing,22400,19473500,18750100,723400,3.7
State,California,2019,September,General Rental Centers,3000,19473500,18750100,723400,3.7
State,California,2019,September,Real Estate,232700,19473500,18750100,723400,3.7
State,California,2019,September," Architectural, Engineering, and Related Services",187200,19473500,18750100,723400,3.7
State,California,2019,September,"Accounting, Tax Preparation and Bookkeep",127000,19473500,18750100,723400,3.7
State,California,2019,September," Professional, Scientific, and Technical Services",1326900,19473500,18750100,723400,3.7
State,California,2019,September, Professional and Business Services,2734500,19473500,18750100,723400,3.7
State,California,2019,September, Real Estate and Rental and Leasing,303200,19473500,18750100,723400,3.7
State,California,2019,September," Web Search Portals, Libraries, Archives, and Other ",71900,19473500,18750100,723400,3.7
State,California,2019,September,"Data Processing, Hosting & Related Services",56900,19473500,18750100,723400,3.7
State,California,2019,September,Telecommunications,65700,19473500,18750100,723400,3.7
State,California,2019,September, Broadcasting and Content Providers,86000,19473500,18750100,723400,3.7
State,California,2019,September,Total Private,14880500,19473500,18750100,723400,3.7
State,California,2019,September,Machine Shops & Threaded Product Mfg.,43500,19473500,18750100,723400,3.7
State,California,2019,September,Nondepository Credit Intermediation,57500,19473500,18750100,723400,3.7
State,California,2019,September, Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,237600,19473500,18750100,723400,3.7
State,California,2019,September, Finance and Insurance,536000,19473500,18750100,723400,3.7
State,California,2019,September,Commercial and Service Industry Manufact,11600,19473500,18750100,723400,3.7
State,California,2019,September,Industrial Machinery Manufacturing,20600,19473500,18750100,723400,3.7
State,California,2019,September,Machinery Manufacturing,77600,19473500,18750100,723400,3.7
State,California,2019,September,Architectural & Structural Metals Mfg.,33500,19473500,18750100,723400,3.7
State,California,2019,September,Metalworking Machinery Mfg.,12200,19473500,18750100,723400,3.7
State,California,2019,September,Fabricated Metal Product Mfg,132500,19473500,18750100,723400,3.7
State,California,2019,September,Primary Metal Manufacturing,16900,19473500,18750100,723400,3.7
State,California,2019,September,Other Wood Product Mfg.,18700,19473500,18750100,723400,3.7
State,California,2019,September,Durable Goods,852200,19473500,18750100,723400,3.7
State,California,2019,September,Building Finishing Contractors,150800,19473500,18750100,723400,3.7
State,California,2019,September," Highway, Street, and Bridge Construction",29200,19473500,18750100,723400,3.7
State,California,2019,September, Heavy and Civil Engineering Construction,96400,19473500,18750100,723400,3.7
State,California,2019,September,Residential Building Construction,122000,19473500,18750100,723400,3.7
State,California,2019,September,Construction,906800,19473500,18750100,723400,3.7
State,California,2019,September,Specialized Design Services,24500,19473500,18750100,723400,3.7
State,California,2019,September, Rental and Leasing Services,68300,19473500,18750100,723400,3.7
State,California,2019,September,Lessors of Real Estate,67800,19473500,18750100,723400,3.7
State,California,2019,September, Other Heavy and Civil Engineering Construction,11100,19473500,18750100,723400,3.7
State,California,2019,September,L& Subdivision,6800,19473500,18750100,723400,3.7
State,California,2019,September,Utility System Const.,49300,19473500,18750100,723400,3.7
State,California,2019,September,Support Activities for Mining,10300,19473500,18750100,723400,3.7
State,California,2019,September," Mining, Logging and Construction",930100,19473500,18750100,723400,3.7
State,California,2019,September,Goods Producing,2271900,19473500,18750100,723400,3.7
State,California,2019,September, Wired Telecommunications Carriers,43800,19473500,18750100,723400,3.7
State,California,2019,September," Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",72100,19473500,18750100,723400,3.7
State,California,2019,September, Radio and Television Broadcasting Stations,13900,19473500,18750100,723400,3.7
State,California,2019,September,Manufacturing,1341800,19473500,18750100,723400,3.7
State,California,2019,September,Construction of Buildings,207400,19473500,18750100,723400,3.7
State,California,2019,September,Oil & Gas Extraction,4500,19473500,18750100,723400,3.7
State,California,2019,September,"Mining, except Oil & Gas",6100,19473500,18750100,723400,3.7
State,California,2019,September, Financial Investments and Related Activities including Financial Vehicles,97100,19473500,18750100,723400,3.7
State,California,2019,September,Activities Related to Credit Intermediat,38800,19473500,18750100,723400,3.7
State,California,2019,September, Depository Credit Intermediation including Monetary Authorities - Central Bank,141300,19473500,18750100,723400,3.7
State,California,2019,September, Financial Activities,839200,19473500,18750100,723400,3.7
